taxon,genus,subtribe,tribe,subfamily,family,superfamily,order,class,taxon1,taxon2,rand.type,polyphyly.scheme,use.paraphyletic,use.singleton,respect.mono,use.stem,respect.para,clump.puts,prob,keep.tip,MDCC,MDCC.rank
Alchemilla_rugulosa,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_santanderiensis,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_saxatilis,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alchemilla_serratisaxatilis,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_sierrae,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_spathulata,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_spectabilior,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_straminea,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_subalpina,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_tenerifolia,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alchemilla_tenerrima,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_tenuis,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alchemilla_transiens,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alchemilla_vetteri,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alchemilla_villarii,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_vizcayensis,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Alchemilla,genus
Alchemilla_xanthochlora,Alchemilla,Fragariinae,Potentilleae,Rosoideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alisma_lanceolatum,Alisma,,,,Alismataceae,,Alismatales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alisma_plantago-aquatica,Alisma,,,,Alismataceae,,Alismatales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alkanna_lutea,Alkanna,,Lithospermeae,Boraginoideae,Boraginaceae,,Boraginales,Magnoliopsida,,,,,,,,,,,,1,Alkanna,genus
Alkanna_tinctoria,Alkanna,,Lithospermeae,Boraginoideae,Boraginaceae,,Boraginales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alliaria_petiolata,Alliaria,,Thlaspideae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_ampeloprasum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_antonii-bolosii_ssp._antonii-bolosii,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_antonii-bolosii_ssp._eivissanum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_baeticum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_chamaemoly,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_commutatum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_ebusitanum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_ericetorum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_grosii,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_guttatum_ssp._sardoum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_lusitanicum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_massaessylum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_melananthum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_moly,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_moschatum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_neapolitanum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_nigrum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_oleraceum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_palentinum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_paniculatum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_pruinatum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_pyrenaicum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_roseum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_rouyi,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_scaberrimum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_schmitzii,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_schoenoprasum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_rotundum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_scorzonerifolium,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_sphaerocephalon,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_stearnii,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_subhirsutum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_subvillosum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_triquetrum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Allium_ursinum,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_victorialis,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Allium,genus
Allium_vineale,Allium,,Allieae,Allioideae,Amaryllidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alnus_glutinosa,Alnus,,,,Betulaceae,,Fagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alopecurus_aequalis,Alopecurus,Poinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alopecurus_alpinus,Alopecurus,Poinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Alopecurus,genus
Alopecurus_arundinaceus,Alopecurus,Poinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alopecurus_bulbosus,Alopecurus,Poinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alopecurus_geniculatus,Alopecurus,Poinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alopecurus_myosuroides,Alopecurus,Poinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alopecurus_pratensis,Alopecurus,Poinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Althaea_cannabina,Althaea,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Althaea_hirsuta,Althaea,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Althaea_longiflora,Althaea,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Althaea_officinalis,Althaea,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Althenia_orientalis,Althenia,,,,Potamogetonaceae,,Alismatales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alyssum_alpestre,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alyssum_alyssoides,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alyssum_atlanticum,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Alyssum,genus
Alyssum_cacuminum,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Alyssum,genus
Alyssum_fastigiatum,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alyssum_granatense,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alyssum_linifolium,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alyssum_loiseleurii_ssp._gallaecicum,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Alyssum,genus
Alyssum_loiseleurii_ssp._loiseleurii,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Alyssum,genus
Alyssum_minutum,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alyssum_serpyllifolium,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alyssum_simplex,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Alyssum_strigosum,Alyssum,,Alysseae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Amaranthus_blitum,Amaranthus,,,,Amaranthaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Amaranthus_graecizans_ssp._silvestris,Amaranthus,,,,Amaranthaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Amaranthus,genus
Ambrosia_maritima,Ambrosia,,Heliantheae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Ambrosia,genus
Amelanchier_ovalis,Amelanchier,,Maleae,Amygdaloideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Ammi_majus,Ammi,,Apieae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Ammi_visnaga,Ammi,,Apieae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Ammi,genus
Ammochloa_palaestina,Ammochloa,Ammochloinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Poeae,tribe
Ammoides_pusilla,Ammoides,,Pyramidoptereae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Ammophila_arenaria,Ammophila,,,,,,,,,,,,,,,,,,,1,Tip,Tip
Ampelodesmos_mauritanicus,Ampelodesmos,,Ampelodesmeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anabasis_articulata,Anabasis,,,,,,,,,,,,,,,,,,,1,Tip,Tip
Anacamptis_pyramidalis,Anacamptis,Orchidinae,Orchideae,Orchidoideae,Orchidaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anacyclus_clavatus,Anacyclus,Matricariinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anacyclus_pyrethrum,Anacyclus,Matricariinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anacyclus_radiatus_ssp._radiatus,Anacyclus,Matricariinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anacyclus,genus
Anacyclus_valentinus,Anacyclus,Matricariinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anagallis_arvensis,Anagallis,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anagallis_crassifolia,Anagallis,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anagallis_foemina,Anagallis,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Anagallis,genus
Anagallis_monelli,Anagallis,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anagallis_tenella,Anagallis,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anagyris_foetida,Anagyris,,Sophoreae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anarrhinum_bellidifolium,Anarrhinum,,Antirrhineae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Antirrhineae,tribe
Anarrhinum_duriminium,Anarrhinum,,Antirrhineae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Antirrhineae,tribe
Anarrhinum_fruticosum,Anarrhinum,,Antirrhineae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Antirrhineae,tribe
Anarrhinum_laxiflorum,Anarrhinum,,Antirrhineae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Antirrhineae,tribe
Anarrhinum_longipedicellatum,Anarrhinum,,Antirrhineae,,Plantaginaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Antirrhineae,tribe
Anchusa_azurea,Anchusa,Boragininae,Boragineae,Boraginoideae,Boraginaceae,,Boraginales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anchusa_calcarea_ssp._calcarea,Anchusa,Boragininae,Boragineae,Boraginoideae,Boraginaceae,,Boraginales,Magnoliopsida,,,,,,,,,,,,1,Anchusa,genus
Anchusa_calcarea_ssp._losadae,Anchusa,Boragininae,Boragineae,Boraginoideae,Boraginaceae,,Boraginales,Magnoliopsida,,,,,,,,,,,,1,Anchusa,genus
Anchusa_puechii,Anchusa,Boragininae,Boragineae,Boraginoideae,Boraginaceae,,Boraginales,Magnoliopsida,,,,,,,,,,,,1,Anchusa,genus
Anchusa_undulata_ssp._granatensis,Anchusa,Boragininae,Boragineae,Boraginoideae,Boraginaceae,,Boraginales,Magnoliopsida,,,,,,,,,,,,1,Anchusa,genus
Anchusa_undulata,Anchusa,Boragininae,Boragineae,Boraginoideae,Boraginaceae,,Boraginales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Andrachne_telephioides,Andrachne,,Poranthereae,Phyllanthoideae,Phyllanthaceae,,Malpighiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androcymbium_europaeum,Androcymbium,,,,Colchicaceae,,Liliales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Andropogon_distachyos,Andropogon,Andropogoninae,Andropogoneae,Panicoideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Andropogon,genus
Androsace_adfinis,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_ciliata,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_cylindrica_ssp._cylindrica,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Androsace,genus
Androsace_cylindrica_ssp._hirtella,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Androsace,genus
Androsace_cylindrica_ssp._willkommii,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Androsace,genus
Androsace_elongata,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_halleri,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_halleri_ssp._nuria,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Androsace,genus
Androsace_helvetica,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_lactea,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_laggeri,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_maxima,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_pyrenaica,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_rioxana,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_vandellii,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_villosa,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Androsace_vitaliana_ssp._assoana,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Androsace,genus
Androsace_vitaliana_ssp._cinerea,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Androsace,genus
Androsace_vitaliana_ssp._flosjugorum,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Androsace,genus
Androsace_vitaliana_ssp._nevadensis,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Androsace,genus
Androsace_vitaliana_ssp._vitaliana,Androsace,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Androsace,genus
Andryala_agardhii,Andryala,Hieraciinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Andryala_arenaria,Andryala,Hieraciinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Andryala_cintrana,Andryala,Hieraciinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Andryala,genus
Andryala_integrifolia,Andryala,Hieraciinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Andryala_ragusina,Andryala,Hieraciinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Andryala_rothia,Andryala,Hieraciinae,Cichorieae,Cichorioideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Andryala,genus
Anemone_coronaria,Anemone,,Anemoneae,Ranunculoideae,Ranunculaceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anemone_narcissiflora,Anemone,,Anemoneae,Ranunculoideae,Ranunculaceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anemone_nemorosa,Anemone,,Anemoneae,Ranunculoideae,Ranunculaceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anemone_palmata,Anemone,,Anemoneae,Ranunculoideae,Ranunculaceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anemone_pavoniana,Anemone,,Anemoneae,Ranunculoideae,Ranunculaceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Anemone,genus
Anemone_ranunculoides,Anemone,,Anemoneae,Ranunculoideae,Ranunculaceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anemone_trifolia_ssp._albida,Anemone,,Anemoneae,Ranunculoideae,Ranunculaceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Anemone,genus
Angelica_sylvestris_ssp._major,Angelica,,Selineae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Angelica,genus
Angelica_pachycarpa,Angelica,,Selineae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Angelica,genus
Angelica_razulii,Angelica,,Selineae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Angelica,genus
Angelica_sylvestris,Angelica,,Selineae,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anogramma_leptophylla,Anogramma,,,Pteridoideae,Pteridaceae,,Polypodiales,Polypodiopsida,,,,,,,,,,,,1,Tip,Tip
Antennaria_carpatica_ssp._helvetica,Antennaria,,,,,,,,,,,,,,,,,,,1,Antennaria,genus
Antennaria_dioica,Antennaria,,,,,,,,,,,,,,,,,,,1,Tip,Tip
Anthemis_alpestris,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_arvensis_ssp._arvensis,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_arvensis_ssp._incrassata,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_bourgaei,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_chrysantha,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_cotula,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anthemis_cretica_ssp._carpatica,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_cretica_ssp._saxatilis,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_funkii,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_maritima_ssp._maritima,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_pedunculata_ssp._pedunculata,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_pedunculata_ssp._turolensis,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthemis_secundiramea,Anthemis,Anthemidinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Anthemis,genus
Anthericum_baeticum,Anthericum,,,Agavoideae,Asparagaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Anthericum,genus
Anthericum_liliago,Anthericum,,,Agavoideae,Asparagaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anthericum_maurum,Anthericum,,,Agavoideae,Asparagaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Anthericum,genus
Anthericum_ramosum,Anthericum,,,Agavoideae,Asparagaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anthoxanthum_amarum,Anthoxanthum,Anthoxanthinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Anthoxanthum,genus
Anthoxanthum_odoratum,Anthoxanthum,Anthoxanthinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anthoxanthum_aristatum,Anthoxanthum,Anthoxanthinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anthoxanthum_ovatum,Anthoxanthum,Anthoxanthinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Anthoxanthum,genus
